marca,modelo,año,estado,kilometraje,motor,placa,cv,peso_kg,transmisión,precio_cop
Honda,Odyssey,2015,taller,10000,1.6,CXYZOK,193,1070,manual,47000000
Kia,Rio,2019,vendido,95.000,1.0,SOK089,203,1600,automatica,26000000
Kia,Sorento,2022,taller,45000,1.8,VRT607,130,1795,manual,84000000
Honda,Civic,2018,disponible,18000 km,1.O,LZG289,170,1450,manual,90000000
Hyundai,Creta,2022,vendido,8000,2.0,424PBA,99,1400,automatica,38000000
Ford,F-150,2021,vendido,42000,2.0,TVO634,110,1570,manual,65000000
Chevrolet,Cruze,2020,taller,28000,1.6,NSQ018,290,2100,automatica,29000000
Hyundai,Palisade,2017,taller,8000,1.5,AUI875,290,2100,automatica,52000000
Nissan,X-Trail,2021,vendido,42000,1.0,HHB435,203,1195,automatica,63000000
Hyundai,Palisade,2019.,vendio,70000,1.0,PDA801,163,1300,Manual,50000000
Ford,Explorer,2016,taller,90000,1.5,FRU236,130,2100,automatica,56000000
Honda,Odyssey,2022,taller,45000,1.8,KGY368,355,1450,automatica,89000000
Honda,Accord,2018,disponible,28.000,2.0,HAF936,114,1700,automatica,$ 38.000.000
Kia,Rio,2016,disponible,8000,1.5,ADW171,192,2060,automatica,68000000
Ford,EcoSport,O018,vendido,45 000,1.3,XFQ817,186,1.795,manual,78000000
Nissann,Frontier,2021,taller,70000,1.5,FMJ329,158,1200,manual,49000000
Chevrolet,Spark,2017,taller,90000,1.3,XHC338,ciento veintidos,2.100,automatica,
Honda,Odyssey,2017,disponible,48000,1.5,EPQ340,140,1250,manual,66000000
Chevrolet,Spark,2015,vendido,5000,1.8,HBI172,130,950,manual,81000000 
Honda,HR-V,2020,disponible,50000,1.8,VLX366,114,1600,manual,89000000
Hyundai,Accent,2019,vendido,28000,1.0,MKR962,280,1350,manual,79000000
Kia,Sorento,2020,talleer,55000,1.6,HBT069,191,2060,Manual,79000000
Chevrolet,Spark,2021,taller,48000,1.5,VJU 146,186,1800,manual,59000000
Chevrolet,Silverado,2017,vendido,38000,1.5,UDJ899,120,1280,manual,28000000
Kia,Sportage,2015,disponible,5000,1.5,XVF609,75,1250,automatica,34000000
Volkswagen,Touareg,2022.,disponible,95000,1.0,LAH387,140,1600,MANUAL,31000000
Volkswagen,Passat,2017,disponible,60000,1.6,SUV723,203,1570,automatica,40000000
Volkswagen,Golf,2021,talleer,45000,2.0,OCE228,212,1200,manual,65000000
Hyundai,Creta,2022,vendido,15000,1.5,VRC963,69,1350,automatica,78000000
Volkswagen,Passat,2020,vendido,78.000,1.6,KGZ030,155,2060,manual,80000000
Volkswagen,Golf,2022,vendido,52000,2.0,149201,180,2000,auto,84000000
Chevrolet,Equinox,2018,disponible,8000,1.0,CCW203,203,1800,automatica,68000000
Nissan,Versa,2022,taller,38000,1.5,BLO564,106,2100,manual,67000000
Hyundai,Palisade,2021,taller,45000,1.0,MND930,110,2000,manual,80000000
Nissan,Sentra,2021,taller,65000,1.0,ISR 105,90,1070,manual,41000000
Hyundaii,Palisade,2016,taller,10000,2.0,HJU139,145,1.570,manual,44000000
Ford,Mustang,20O7,vendido,42000,2.0,JTTFWY,309,1795,automatica,33000000
Volkswagen,Polo,2017,vendido,48000,1.0,HUC904,231,1200,manual,67000000
Handa,CR-V,2017,vendido,60000,1.6,YII929,123,1500,automatica,79000000
Hyundai,Accent,2016,disponible,45000,1.3,QOL485,355,2060,automatica,89000000
Chevrolet,Cruze,2016,DISPONIBLE,22000 km,1.3,ZJG634,106,1350,manuall,35000000
Chevrolet,Cruze,2019,disponible,72000,1.5,HFE784,106,1300,manual,45000000
Hyundai,Elantra,2022,Disponbile,12000,2.0,NWL561,309,1250,manual,72000000
Volkswagen,Jetta,2019,vendido,65000,1.8,KMO340,150,1300,automatica,52000000
Honda,HR-V,2019,taller,75000,2.0,FDI297,203,1450,Automatica,88000000
Volkswagen,Touareg,2020,disponible,32000,1.8,VTN605,123,1195,automatica,36000000
Nisan,March,2019,disponible,78000,1.5,FEW007,120,1200,manual,40000000 
Kia,Rio,2O19,disponible,85000,1.6,RRV105,213,1250,automatica,88000000
Toyota,Land Cruiser,2019,disponible,75000,1.8,ERJ753,123,1400,automatica,46000000
Volkswagen,Golf,2019,taller,75000,1.8,VPE972,123,1250,manual,57000000
Toyota,Camry,2021,disponible,100000,1.8,KTN549,122,1300,automatica,57000000
Kia,Picanto,2018,taller,52000,1.5,BOO621,140,1800,manual,40000000
Chevrolet,Silverado,2015,disponible,30000,1.3,YAK071,69,2060,manual,55000000
Toyota,Fortuner,2017,disponible,30000,1.6,BGO940,110,1200,manul,27000000
Honda,CR-V,2021,vendido,38000,1.3,YWN228,ciento noventa y dos,1100,automatica,
Ford,Escape,2017,disponible,45000,1.60,BGZ708,125,1350,Automatica,47000000
Hyundai,Elantra,2022,vendido,30000,1.5,451LXU,280,1450,automatica,46000000
Ford,Explorer,2016,vendido,35000,1.8,KGE471,84,2000,automatica,35000000
Nissan,March,2015,taller,58000,1.0,LUA235,180,1700,automatica,32000000
Kia,Cerato,2019,disponible,58 000,1.8,GIX094,191,2060,automatica,56000000
Kia,Rio,dos mil veintiuno,taller,8000,1.0,XPJ103,99,2100,automatica,59000000
Kia,Rio,2016,TALLER,45000,1.0,LRA650,140,1800,manual,32000000
Hyundai,Elantra,2019,taller,72.000,2.0,AMO743,99,1700,automatica,30000000
Chevrolet,Silverado,2017,disponible,60000,2.0,PRN557,163,2200,automatica,47000000 
Toyota,Hilux,2018,taller,100000,1.6,RFP572,150,1300,manual,83000000
Volkswagen,Passat,2017,disponible,90000,"1,5",IZF230,170,2060,manual,32000000
Hyundai,Elantra,2021,disponible,72000,1.3,UNK814,150,1300,auto,71000000
Nissan,X-Trail,2019.,vendido,58000,1.6,QEV652,365,1350,automatica,55000000
Kia,Cerato,2017,talleer,100000,1.6,ELF296,193,1450,manual,71000000
Ford,F-150,2018,disponible,58000,1.6,VOG790,203,1070,manual,57000000
Honda,HR-V,2021,disponible,78000,1.6,TPC085,180,1280,automatik,64 millones
Nissan,Kicks,2016,vendido,5000,1.0,CEA714,69,1300,manual,48000000
Ford,Fiesta,2021,disponible,45000,2.0,SOD043,170,2000,AUTOMATICA,89000000
Volkswagen,Golf,2018,taller,78000,1.0,SJJ593,309,2200,automatica,83000000 
Volkwagen,Passat,2022,taller,38 000,1.6,LAI605,309,1300,manual,65000000
Kiaa,Sorento,2021,vendido,5000,1.8,KJR939,153,1070,Manual,36000000
Hyundai,Santa Fe,2019,disponible,100000,1.5,ZPG421,145,2060,manual,85000000
Volkswagen,Golf,2022.,vendido,60000,2.0,XEB138,231,1350,automatica,83000000
Nissan,X-Trail,dos mil veintiuno,vendido,30.000,1.3,UKG895,90,1195,manual,53000000
Hyundei,Creta,2020,disponible,58k,1.0,SFY832,122,2000,automatica,78000000
Hnda,Accord,2022,taller,95000,1.3,LNQ998,ciento veinticinco,2100,manual,89000000
Chevrolet,Spark,2020,vendido,50000,1.0,GKS 749,75,2060,manual,36000000
Volkswagon,Passat,2019,vendido,60000,1.5,IXF856,ciento cuarenta y uno,1250,automatica,39000000
Chevrolet,Onix,2016,disponible,65000,2.0,TBZ537,191,950,manual,73000000
Nissan,X-Trail,2022,vendido,30000,1.0,YXK297,141,2100,manual,83000000
Ford,F-150,2015,disponible,40.000,2.0,UYN241,163,1800,manual,58000000
Nissan,Versa,2021,taller,50000,1.5,LTD802,163,1.200,AUTOMATICA,44000000
Hyundai,Accent,2016.,taller,52000,1.6,LBY624,400,1400,manual,41000000
Kia,Picanto,2018,disponible,75000,1.0,FHT516,106,1500,automatica,69000000
Kia,Sportage,2020,disponible,60000,2.0,BXK903,191,1.100,automatica,71000000
Chevrolet,Cruze,2019,vendido,5000,1.5,OJD480,128,1900,automatica,78.000.000
KIA,Sorento,dos mil veintidos,taller,52000,1.80,VSK434,203,2060,automatica,50000000
Honda,CR-V,2019,vendio,42000,1.0,YDH570,193,1500,manual,38.000.000
FORD,EcoSport,2015,vendido,35000,1.5,KFT436,150,1.200,automatica,33000000
Ford,F-150,2022,vendido,70000,1.3,TIR234,110,1800,manual,26000000
Ford,F-150,2016,Vendido,58000,1.3,XZW709,203,1070,automatica,87000000
Chevrolet,Onix,2021,vendido,100000,1.5,IFZ401,309,1300,manual,53000000
Volkswagen,Touareg,2020,vendio,80000,1.0,PIV870,177,1795,automatica,32000000
Chevrolet,Equinox,2017,disponible,15000,1.5,DPL452,106,1570,automatica,81000000
Nissan,Frontier,2015,Vendido,52000,1.8,WPH672,ciento cincuenta y tres,1600,automatica,$ 77.000.000
Honda,Pilot,2020,taller,60000,2.0,KLE956,163,1900,manual,74000000
Kia,Picanto,2022,taller,10000,1.6,DRA826,128,1800,AUTOMATICA,33000000
Nissan,X-Trail,201O,vendido,65000,1.6,MLC604,153,1700,automatik,49000000
Kia,Sorento,2022,taller,42000,2.0,RTN550,122,1400,manual,37000000
Hyundai,Santa Fe,2015,vendido,5000,1.0,UKV647,84,950,manual,32000000
Volkswagen,Jetta,2018,vendido,40.000,1.8,QAP115,280,1500,automatica,33000000
Honda,Civic,2016,taller,10000,1.3,TPW026,150,1070,manual,65000000
Kia,Sportage,2021,vendido,10000,2.0,KES539,99,1250,automatica,27000000
Chevrolet,Cruze,2018,disponible,38000,2.0,QRL033,203,1200,manual,85000000
Hyundai,Creta,2022,vendido,80000,1.6,BDS865,114,1050,manual,32000000
Toyota,Yaris,2021,disponible,70000,1.6,MMP625,123,1500,manuall,68000000
Volkswagen,Jetta,2017,vendido,80000,2.0,HUR951,153,1195,automatica,31000000
Hyundai,Accent,2020,vendido,78000,1.5,TMA367,213,950,manual,89000000
Chevrolet,Silverado,2019,taller,60000,1.6,FGF513,163,1195,automatica,66000000
Toyota,Hilux,2018,disponible,48000,2.0,TXM367,170,1.200,automatica,84000000
Nissan,Kicks,2022,taller,32000,"2,0",NOW971,280,1300,manual,$ 47.000.000
Hyundai,Tucson,2020,vendido,48000,1.0,VPI889,106,1300,manual,31000000
Toyota,RAV4,2022,taller,70000,1.5,LLU541,125,1195,automatica,32000000
Ford,EcoSport,2015,taller,30000,"2,0",OEP624,128,1500,manual,34.000.000
Kia,Cerato,2015,vendidoo,50000,2.0,MOQ492,400,2200,manual,29000000
Nissan,March,2019.,disponible,58000,1.6,130KAC,107,2060,manual,90000000
Honda,Odyssey,2021,DISPONIBLE,52000,1.5,BAK453,192,1280,manual,34000000
Toyota,Camry,2016,Disponible,5000,2.0,MEN026,158,2060,manual,79000000
NISSAN,Frontier,2016,disponible,30000,1.5,TPE819,231,1070,automatica,48000000
Kia,Rio,2020,disponible,55000,1.0,MFS290,309,1350,manual,31000000
Chevrolet,Equinox,2019,vendido,12000,2.0,VMK255,120,1800,automatica,27000000
Hyundai,Accent,2020,Disponbile,48000,2.0,NMC581,114,1250,automatica,87000000
Nissan,Frontier,2015,disponible,35000,2.0,GKR529,177,1400,manuall,51000000
Volkswagen,Jetta,2016,disponible,5000,"2,0",CAL551,114,1800,automatica,25000000
Kia,Sportage,2019,taller,12000,1.3,RCF403,141,2060,automatik,56000000
Hyundai,Elantra,2021,disponible,60000,1.3,EUV828,106,1070,manul,87000000
Kia,Sportage,2016,taller,52000,1.5,VKW592,170,1100,manual,50000000
Toyota,RAV4,2016,taller,95000,1.5,LQX089,107,2100,automatica,83000000
Honda,Civic,2015,vendido,58000,1.6,ZXK911,153,1700,manual,33000000
FORD,Explorer,2016,taller,72000,1.0,QHS397,163,1250,automatica,54000000
Nissan,Versa,2016,vendido,52000,1.0,ATH730,140,1100,manual,79000000
Hyundai,Palisade,2019,disponible,85000,1.3,TGP485,163,1100,automatica,49000000
Chevrolet,Silverado,2022,disponible,12k,2.0,IZT165,185,2200,automatica,83000000
Kia,Picanto,2015,vendido,22000,1.3,XKK434,69,1600,manual,44000000
Nissan,Sentra,2022,disponible,8 000,2.0,HNQ474,114,1200,automatica,29000000
Kia,Picanto,2019,vendido,85000,1.60,EQR406,107,1400,automatica,29000000
Toyota,Hilux,2021,vendido,80000,1.6,KIR371,122,2060,manual,$ 77.000.000
Honda,Fit,2015,vendido,80000,1.3,EFU459,400,1800,automatica,62000000
Hyundai,Elantra,2020,disponible,72000,1.8,MUH119,290,1900,automatica,47000000
Honda,HR-V,2016,vendido,80000,2.0,YBP455,128,1070,manual,83000000
Honda,Fit,2019,vendido,18000,1.6,HJI984,155,1280,manuall,43000000
Honda,Fit,2022,disponible,48000,1.0,UOW627,152,1.800,manual,42000000
Toyota,RAV4,2015,taller,22000,1.5,AFS095,110,2200,manual,68000000
Honda,Odyssey,2018,disponible,20000,1.6,SOK890,150,1570,automatica,79000000 
Nissan,X-Trail,2020,taller,15000,1.3,KWD208,185,1450,automatica,70000000
Hyundai,Accent,2019,disponible,100000,1.8,RKQ335,120,2200,automatica,49000000
Kia,Cerato,2016,Disponible,75000,1.0,XRO893,ciento cuarenta y uno,1400,automatica,40000000
Nissan,Sentra,2022,taller,60000,1.8,ONP063,355,1250,Manual,72000000
Chevrolet,Tracker,2016,talleer,38000,1.O,TSZ964,231,1050,manual,42000000
Nissan,Versa,2022,disponible,65000,2.0,FCW666,75,1250,manual,55000000
Volkswagen,Touareg,2019,vendido,90000,2.O,QTS060,69,1800,manual,90000000
Chevrolet,Onix,2019,disponible,25000,1.5,FFQ118,193,1700,automatica,48000000 
Nissan,Kicks,2015,disponible,70000,1.3,NPK748,152,1200,manual,61000000
Toyota,Camry,2018,taller,32000,1.8,IDQ193,180,1070,automatica,85000000
Chevrolet,Silverado,2021,taller,18000,1.3,WIS737,ciento catorce,2200,manual,39000000
Kia,Rio,2021,taller,35000,1.8,SDU 025,355,1700,Manual,35000000
HYUNDAI,Creta,2020,taller,58000,1.0,GPT064,365,2200,manual,90000000
Nissan,Frontier,2021,vendido,60000,2.0,RQV109,110,1600,manual,84000000
Volkswagen,Touareg,2022,talleer,80000,1.3,GSV383,192,1400,manual,51000000
Kia,Picanto,2015,vendido,45000,1.6,KSK782,120,1070,Manual,40000000
Chevrolet,Cruze,2020,taller,28000,1.5,ILT327,192,1800,manual,32000000
Honda,Fit,2021,disponible,45000,1.8,SUF491,280,1500,manual,81000000
Kia,Rio,2015,disponible,72000,1.3,KSD930,141,1050,automatik,90000000
Chevrolet,Silverado,2022,taller,42000,1.8,KYM618,ciento cincuenta y tres,1900,automatica,81000000
Kia,Sorento,2016,vendido,50000,2.0,278HJM,128,2200,manual,52000000
Ford,F-150,2020,disponible,60000,"2,0",TMR936,120,1280,automatica,71000000
Ford,Escape,2018,disponible,60000,1.3,OLP171,309,2060,Manual,63000000
Chevrolet,Spark,dos mil quince,disponible,60000,2.0,RNB537,158,950,automatica,39000000
Nissan,Kicks,2021,disponible,38000,1.6,NUO413,365,1350,automatica,67000000
Ford,EcoSport,2021,DISPONIBLE,100000,1.0,QBA225,365,1700,manual,61000000
Kia,Rio,2016,vendido,60000,1.8,MGZ357,153,1900,manual,36000000
Nissan,X-Trail,2020,taller,65000,1.6,DCQ592,309,1500,Automatica,80000000
Volkswagen,Passat,2020,Disponbile,15000,"1,5",COO534,213,1280,manual,48000000
Toyota,RAV4,2016,taller,40000,1.5,HEK874,114,1250,manual,56000000
Volkswagen,Jetta,2015,taller,72000,1.3,NSD404,193,2060,AUTOMATICA,85000000
Chevrolet,Cruze,2021,vendido,8000,1.8,MOM899,90,2100,automatica,60000000
Honda,Civic,2022,taller,40000,2.0,EYK153,170,1280,manual,67000000
Volkswagen,Golf,2019,taller,55000,1.8,CWU840,203,2100,automatica,25000000
Chevrolet,Equinox,2020,disponible,85000,2.0,SAC106,186,1200,manual,41000000
Volkswagen,Tiguan,2017,disponible,50.000,2.0,OIF128,185,2200,manual,29000000
Honda,CR-V,2022,disponible,35000,1.8,463003,158,1900,automatica,82000000
Honda,Civic,2020,TALLER,80000 km,1.3,FMH341,212,950,manual,61 millones
KIA,Telluride,2016,disponible,58000,2.0,JJL227,186,2.100,automatica,30000000
Toyota,Land Cruiser,2021,vendido,52000,1.8,GLJ688,84,2100,manul,75000000
Chevrolet,Onix,2020,disponible,50000,2.0,RGQ868,ciento ochenta,1500,manual,29000000
Kia,Sportage,2017,vendido,20000,1.5,AOC455,186,1250,manual,$ 88.000.000
Nissann,Kicks,2016,taller,32000,1.8,CBJ393,120,1450,automatica,54000000
Hyundai,Creta,2019,vendido,48000,1.5,ABO571,130,2060,manual,36000000
Nissan,Kicks,2016,vendido,58000,1.0,WGC129,203,2060,manual,78000000
Volkswagen,Tiguan,2015,vendido,100000,1.6,VDP884,309,1500,automatica,46000000
Nissan,March,2017,vendido,22000,1.3,HDZJDM,ciento ochenta y cinco,1195,manual,51000000
Nissan,Frontier,2017,taller,5000,1.6,EBK206,355,1250,automatica,38000000
Nissan,Kicks,2020,taller,100000,1.0,PVT547,150,1900,manual,62000000
Kia,Sportage,2019,taller,5000,2.0,IKK457,84,1250,manual,75000000
Chevrolet,Onix,2018,vendidoo,55000,2.0,YSN145,69,1200,manual,79000000
Honda,HR-V,2019,vendio,42000,1.8,019683,290,1070,manual,73000000
Hyundai,Accent,2017,vendido,20000 km,1.3,IYD020,192,2000,automatica,27000000
Chevrolet,Cruze,dos mil dieciseis,vendido,30k,1.0,HLF906,191,1070,automatica,50000000
Ford,F-150,2019,vendido,50000,1.8,VXL555,122,1070,manual,46000000
Hyundai,Tucson,2015,disponible,50000,1.8,885724,163,1350,manual,35000000
Hyundai,Tucson,2020,taller,8k,1.5,VIG408,193,1600,Automatica,31000000
Hondaa,Odyssey,2020,taller,75000,1.60,KAB308,125,1250,automatica,48000000
Chevrolet,Onix,dos mil dieciseis,vendido,20000,1.5,BOE100,186,1100,automatica,65000000 
Kia,Sportage,2018,taller,60000,1.3,UZJ344,163,1200,MANUAL,39000000
Kia,Picanto,2017,vendido,30000,1.3,JLL030,192,1070,automatica,68000000
Honda,HR-V,2022,taller,22000,1.6,VOG418,110,1070,manual,58.000.000
Volkswagen,Polo,2022,taller,45k,1.0,OXR439,153,2060,manual,70000000
Kia,Picanto,2018,taller,10000,1.0,CDF209,365,2.060,auto,83000000
Hyundai,Tucson,2017,vendido,12k,2.0,XLV121,145,1250,automatica,47000000
Nissan,X-Trail,2017,disponible,40000,1.0,QXW100,203,1300,automatica,32000000
Hyundaii,Elantra,2016,vendido,50 000,1.6,GEY048,290,1400,manual,80000000
Kia,Telluride,2018,Vendido,20000,2.0,AMP665,280,2100,automatica,82000000
Volkswagen,Golf,2018,vendido,40000,1.5,ZVW446,84,1100,automatica,89000000
Toyota,Hilux,2018,vendido,8000,"1,5",XDI354,400,950,automatica,46000000
Ford,Mustang,2021,vendio,12000,1.6,YTP610,365,1100,manual,69000000
Toyota,Camry,2018,disponible,22000,1.3,YVL568,120,1200,manual,55000000
Kia,Picanto,2021,disponible,85000,2.0,DZC216,193,1250,manual,50000000
Ford,Fiesta,2022,taller,42000,1.6,GJN072,ciento cincuenta y cinco,1050,automatica,42000000
Volkswagen,Passat,2018,vendido,50000,2.0,UML315,365,1100,automatica,34000000
Chevrolet,Tracker,2015,disponible,45000,"2,0",ZHN727,107,1200,manual,42000000
Toyota,Hilux,2019,disponible,20000,1.3,MZZ545,192,2000,manual,40000000
Chevrolet,Cruze,2016,vendido,20000,1.8,GYV375,140,1800,manual,50000000
Nissan,Kicks,2017,vendido,65000,1.5,ILM909,158,1400,manual,51000000
Hyundai,Accent,2017,taller,48000,1.6,MZT957,ciento treinta,1600,manual,72000000
Volkswagon,Polo,2021,disponible,40000,1.0,404725,290,1.400,Manual,53000000
Toyota,RAV4,2020,taller,25000,1.0,MUK846,114,1350,automatica,59000000
Hyundai,Palisade,2018,vendido,80000,1.8,QDV997,84,2000,automatica,86000000
KIA,Sorento,2019,vendido,55000,1.6,ISZ777,186,1300,automatica,48000000
Nissan,March,2017,Disponbile,22000,1.80,KMI760,75,1070,manual,57000000
Kia,Cerato,2019,taller,45000,1.0,ZAX024,158,1300,automatica,74000000
Fordd,Ranger,2019,vendido,78000,1.3,IKC104,ciento cincuenta y cinco,1070,manual,89000000
Toyota,RAV4,2018,disponible,58000,1.O,LVW726,145,1700,automatica,74000000
Toyota,Yaris,2020,Vendido,70000,1.0,KGH343,400,1795,manual,57000000
Nissan,Kicks,2017,taller,85000,2.0,SZC892,212,1900,automatica,27000000
Nissan,X-Trail,2022,Vendido,8000,2.0,YTM664,141,1900,automatica,51000000
Volkswagen,Jetta,2022,vendido,85000,1.6,LYT601,125,1450,manual,73000000 
KIA,Sportage,2020,taller,22000,1.0,QVL777,400,2.100,automatica,87000000
Volkswagen,Polo,2017,vendido,8000,2.0,CJH608,355,2200,automatica,83000000
Hyundai,Palisade,2022,vendido,75000,1.3,GIH179,75,1900,automatica,52000000
Volkswagen,Polo,2019,disponible,78000,1.6,AKL606,191,1.570,automatica,58000000
Kia,Picanto,2021,vendido,40000,1.6,MUR221,150,1900,manual,
Honda,HR-V,2021,taller,90000,1.8,BQD060,99,1250,manual,64000000
Nissan,X-Trail,2019,vendidoo,5000,1.0,SRQ961,123,1900,automatica,78000000
Honda,Civic,2017,disponible,35000,1.3,OXZ963,185,2100,automatica,57000000
Nissan,Sentra,2O19,vendido,42000,1.6,SGQ637,69,1200,automatica,85000000
Ford,Explorer,2019,taller,100000,1.3,RDY774,140,1795,automatica,35000000 
Toyota,Camry,2021,Disponbile,30000,1.8,517HUG,ciento cincuenta y tres,1700,manual,34000000
Honda,HR-V,2021,disponible,60 000,1.5,APJ960,110,1400,automatica,72000000
Nissan,X-Trail,2018,disponible,80000,1.5,KAM211,ciento ochenta y seis,1250,automatica,52000000
Kia,Rio,2016,Disponible,30000,1.3,YRG942,170,1400,automatica,$ 79.000.000
Toyota,Hilux,2015,vendido,58000,1.0,CIG019,355,2060,automatica,32000000
Kia,Sportage,2015,vendido,45000,1.8,VID402,123,1350,automatica,58000000
Honda,Pilot,2017,vendido,95000,1.0,UHO733,231,950,manual,88000000
Nissan,Versa,2019,vendidoo,52000,1.5,TQY774,365,950,manual,69000000
Volkswagen,Polo,2019,vendidoo,45000,1.0,KON289,186,1500,manual,81000000
Kia,Sportage,2016,taller,12000,"2,0",GWU304,69,1070,automatica,69000000
Volkswagen,Passat,2016,taller,78000,1.6,MBL107,123,1800,manual,63000000
Volkswagen,Tiguan,2018,disponible,78000,1.6,XHR861,84,1450,automatica,61000000
Kia,Rio,2015,taller,38000,1.6,CAO038,84,1070,automatica,46000000
Hyundai,Accent,2021,vendido,70000,1.0,LKZ483,177,1250,automatica,31000000
Hyundai,Accent,2015,vendido,48k,1.0,POY889,231,1700,manual,50000000
Chevrolet,Silverado,2018,disponible,5000,1.5,LFV870,213,2000,automatica,29000000 
Chevrolet,Spark,2019,vendido,5000,1.3,MNA843,125,950,manual,66000000
Toyota,Fortuner,2019,disponible,95.000,1.5,AEE301,153,1280,AUTOMATICA,26000000
Volkswagen,Touareg,2020.,disponible,65000,"1,5",FWT152,doscientos tres,950,automatica,
Chevroelt,Onix,2017,vendido,75000,2.O,QUJ592,130,1795,automatica,50000000
Honda,Fit,2022,disponible,52000,1.8,CQN858,170,1900,automatica,49000000
Nissan,Versa,2021,taller,22000,1.O,VF-865,400,1100,automatica,86.000.000
Hyundaii,Accent,2017,vendido,8000,1.5,AUG899,185,1795,automatica,84000000
Toyot,RAV4,2018,vendido,35000,1.8,BON928,84,1900,automatica,28000000
Kia,Rio,2021,DISPONIBLE,32000,1.8,QBL930,177,1795,manual,45000000
Ford,EcoSport,2019,disponible,85000,1.8,LFB025,69,2000,automatica,58000000
Hyundai,Santa Fe,2021,taller,85000,2.0,QKE265,75,1.570,automatica,78000000
Chevrolet,Cruze,2017,taller,58000,2.0,XGC485,193,950,automatica,35000000
Honda,Odyssey,2022,taller,58000,1.6,ZHP272,ciento diez,1700,AUTOMATICA,82000000
Kia,Cerato,2015,disponible,58000,1.6,LKK164,153,1570,automatica,41000000
Volkswagen,Golf,2017,taller,75000,1.6,QBR092,130,1795,manual,81000000
