marca,modelo,año,estado,kilometraje,motor,placa,cv,peso_kg,transmisión,precio_cop
Chevrolet,Spark,2020,vendido,50000,1.0,GKS749,75,2060.0,manual,36000000
,Passat,2019,vendido,60000,1.5,IXF856,,1250.0,automatica,39000000
Chevrolet,Onix,2016,disponible,65000,2.0,TBZ537,191,950.0,manual,73000000
Nissan,X-Trail,2022,vendido,30000,1.0,YXK297,141,2100.0,manual,83000000
Ford,F-150,2015,disponible,40,2.0,UYN241,163,1800.0,manual,58000000
Nissan,Versa,2021,taller,50000,1.5,LTD802,163,1200.0,automatica,44000000
Hyundai,Accent,2016,taller,52000,1.6,LBY624,400,1400.0,manual,41000000
Kia,Picanto,2018,disponible,75000,1.0,FHT516,106,1500.0,automatica,69000000
Kia,Sportage,2020,disponible,60000,2.0,BXK903,191,1100.0,automatica,71000000
Chevrolet,Cruze,2019,vendido,5000,1.5,OJD480,128,1900.0,automatica,78000000
Kia,Sorento,2022,taller,52000,1.8,VSK434,203,2060.0,automatica,50000000
Honda,CR-V,2019,,42000,1.0,YDH570,193,1500.0,manual,38000000
Ford,EcoSport,2015,vendido,35000,1.5,KFT436,150,1200.0,automatica,33000000
Ford,F-150,2022,vendido,70000,1.3,TIR234,110,1800.0,manual,26000000
Ford,F-150,2016,vendido,58000,1.3,XZW709,203,1070.0,automatica,87000000
Chevrolet,Onix,2021,vendido,100000,1.5,IFZ401,309,1300.0,manual,53000000
Volkswagen,Touareg,2020,,80000,1.0,PIV870,177,1795.0,automatica,32000000
Chevrolet,Equinox,2017,disponible,15000,1.5,DPL452,106,1570.0,automatica,81000000
Nissan,Frontier,2015,vendido,52000,1.8,WPH672,,1600.0,automatica,
Honda,Pilot,2020,taller,60000,2.0,KLE956,163,1900.0,manual,74000000
Kia,Picanto,2022,taller,10000,1.6,DRA826,128,1800.0,automatica,33000000
Nissan,X-Trail,2010,vendido,65000,1.6,MLC604,153,1700.0,,49000000
Kia,Sorento,2022,taller,42000,2.0,RTN550,122,1400.0,manual,37000000
Hyundai,Santa Fe,2015,vendido,5000,1.0,UKV647,84,950.0,manual,32000000
Volkswagen,Jetta,2018,vendido,40,1.8,QAP115,280,1500.0,automatica,33000000
Honda,Civic,2016,taller,10000,1.3,TPW026,150,1070.0,manual,65000000
Kia,Sportage,2021,vendido,10000,2.0,KES539,99,1250.0,automatica,27000000
Chevrolet,Cruze,2018,disponible,38000,2.0,QRL033,203,1200.0,manual,85000000
Hyundai,Creta,2022,vendido,80000,1.6,BDS865,114,1050.0,manual,32000000
Toyota,Yaris,2021,disponible,70000,1.6,MMP625,123,1500.0,,68000000
Volkswagen,Jetta,2017,vendido,80000,2.0,HUR951,153,1195.0,automatica,31000000
Hyundai,Accent,2020,vendido,78000,1.5,TMA367,213,950.0,manual,89000000
Chevrolet,Silverado,2019,taller,60000,1.6,FGF513,163,1195.0,automatica,66000000
Toyota,Hilux,2018,disponible,48000,2.0,TXM367,170,1200.0,automatica,84000000
Nissan,Kicks,2022,taller,32000,,NOW971,280,1300.0,manual,
Hyundai,Tucson,2020,vendido,48000,1.0,VPI889,106,1300.0,manual,31000000
Toyota,RAV4,2022,taller,70000,1.5,LLU541,125,1195.0,automatica,32000000
Ford,EcoSport,2015,taller,30000,,OEP624,128,1500.0,manual,34000000
Kia,Cerato,2015,vendido,50000,2.0,MOQ492,400,2200.0,manual,29000000
Nissan,March,2019,disponible,58000,1.6,KAC130,107,2060.0,manual,90000000
Honda,Odyssey,2021,disponible,52000,1.5,BAK453,192,1280.0,manual,34000000
Toyota,Camry,2016,disponible,5000,2.0,MEN026,158,2060.0,manual,79000000
Nissan,Frontier,2016,disponible,30000,1.5,TPE819,231,1070.0,automatica,48000000
Kia,Rio,2020,disponible,55000,1.0,MFS290,309,1350.0,manual,31000000
Chevrolet,Equinox,2019,vendido,12000,2.0,VMK255,120,1800.0,automatica,27000000
Hyundai,Accent,2020,disponible,48000,2.0,NMC581,114,1250.0,automatica,87000000
Nissan,Frontier,2015,disponible,35000,2.0,GKR529,177,1400.0,,51000000
Volkswagen,Jetta,2016,disponible,5000,,CAL551,114,1800.0,automatica,25000000
Kia,Sportage,2019,taller,12000,1.3,RCF403,141,2060.0,,56000000
Hyundai,Elantra,2021,disponible,60000,1.3,EUV828,106,1070.0,manual,87000000
Kia,Sportage,2016,taller,52000,1.5,VKW592,170,1100.0,manual,50000000
Toyota,RAV4,2016,taller,95000,1.5,LQX089,107,2100.0,automatica,83000000
Honda,Civic,2015,vendido,58000,1.6,ZXK911,153,1700.0,manual,33000000
Ford,Explorer,2016,taller,72000,1.0,QHS397,163,1250.0,automatica,54000000
Nissan,Versa,2016,vendido,52000,1.0,ATH730,140,1100.0,manual,79000000
Hyundai,Palisade,2019,disponible,85000,1.3,TGP485,163,1100.0,automatica,49000000
Chevrolet,Silverado,2022,disponible,12000,2.0,IZT165,185,2200.0,automatica,83000000
Kia,Picanto,2015,vendido,22000,1.3,XKK434,69,1600.0,manual,44000000
Nissan,Sentra,2022,disponible,8000,2.0,HNQ474,114,1200.0,automatica,29000000
Kia,Picanto,2019,vendido,85000,1.6,EQR406,107,1400.0,automatica,29000000
Toyota,Hilux,2021,vendido,80000,1.6,KIR371,122,2060.0,manual,
Honda,Fit,2015,vendido,80000,1.3,EFU459,400,1800.0,automatica,62000000
Hyundai,Elantra,2020,disponible,72000,1.8,MUH119,290,1900.0,automatica,47000000
Honda,HR-V,2016,vendido,80000,2.0,YBP455,128,1070.0,manual,83000000
Honda,Fit,2019,vendido,18000,1.6,HJI984,155,1280.0,,43000000
Honda,Fit,2022,disponible,48000,1.0,UOW627,152,1800.0,manual,42000000
Toyota,RAV4,2015,taller,22000,1.5,AFS095,110,2200.0,manual,68000000
Honda,Odyssey,2018,disponible,20000,1.6,SOK890,150,1570.0,automatica,79000000
Nissan,X-Trail,2020,taller,15000,1.3,KWD208,185,1450.0,automatica,70000000
Hyundai,Accent,2019,disponible,100000,1.8,RKQ335,120,2200.0,automatica,49000000
Kia,Cerato,2016,disponible,75000,1.0,XRO893,,1400.0,automatica,40000000
Nissan,Sentra,2022,taller,60000,1.8,ONP063,355,1250.0,manual,72000000
Chevrolet,Tracker,2016,,38000,1.0,TSZ964,231,1050.0,manual,42000000
Nissan,Versa,2022,disponible,65000,2.0,FCW666,75,1250.0,manual,55000000
Volkswagen,Touareg,2019,vendido,90000,2.0,QTS060,69,1800.0,manual,90000000
Chevrolet,Onix,2019,disponible,25000,1.5,FFQ118,193,1700.0,automatica,48000000
Nissan,Kicks,2015,disponible,70000,1.3,NPK748,152,1200.0,manual,61000000
Toyota,Camry,2018,taller,32000,1.8,IDQ193,180,1070.0,automatica,85000000
Chevrolet,Silverado,2021,taller,18000,1.3,WIS737,,2200.0,manual,39000000
Kia,Rio,2021,taller,35000,1.8,SDU025,355,1700.0,manual,35000000
Hyundai,Creta,2020,taller,58000,1.0,GPT064,365,2200.0,manual,90000000
Nissan,Frontier,2021,vendido,60000,2.0,RQV109,110,1600.0,manual,84000000
Volkswagen,Touareg,2022,,80000,1.3,GSV383,192,1400.0,manual,51000000
Kia,Picanto,2015,vendido,45000,1.6,KSK782,120,1070.0,manual,40000000
Chevrolet,Cruze,2020,taller,28000,1.5,ILT327,192,1800.0,manual,32000000
Honda,Fit,2021,disponible,45000,1.8,SUF491,280,1500.0,manual,81000000
Kia,Rio,2015,disponible,72000,1.3,KSD930,141,1050.0,,90000000
Chevrolet,Silverado,2022,taller,42000,1.8,KYM618,,1900.0,automatica,81000000
Kia,Sorento,2016,vendido,50000,2.0,HJM278,128,2200.0,manual,52000000
Ford,F-150,2020,disponible,60000,,TMR936,120,1280.0,automatica,71000000
Ford,Escape,2018,disponible,60000,1.3,OLP171,309,2060.0,manual,63000000
Chevrolet,Spark,2015,disponible,60000,2.0,RNB537,158,950.0,automatica,39000000
Nissan,Kicks,2021,disponible,38000,1.6,NUO413,365,1350.0,automatica,67000000
Ford,EcoSport,2021,disponible,100000,1.0,QBA225,365,1700.0,manual,61000000
Kia,Rio,2016,vendido,60000,1.8,MGZ357,153,1900.0,manual,36000000
Nissan,X-Trail,2020,taller,65000,1.6,DCQ592,309,1500.0,automatica,80000000
Volkswagen,Passat,2020,disponible,15000,,COO534,213,1280.0,manual,48000000
Toyota,RAV4,2016,taller,40000,1.5,HEK874,114,1250.0,manual,56000000
Volkswagen,Jetta,2015,taller,72000,1.3,NSD404,193,2060.0,automatica,85000000
Chevrolet,Cruze,2021,vendido,8000,1.8,MOM899,90,2100.0,automatica,60000000
Honda,Civic,2022,taller,40000,2.0,EYK153,170,1280.0,manual,67000000
Volkswagen,Golf,2019,taller,55000,1.8,CWU840,203,2100.0,automatica,25000000
Chevrolet,Equinox,2020,disponible,85000,2.0,SAC106,186,1200.0,manual,41000000
Volkswagen,Tiguan,2017,disponible,50,2.0,OIF128,185,2200.0,manual,29000000
Honda,CR-V,2022,disponible,35000,1.8,,158,1900.0,automatica,82000000
Honda,Civic,2020,taller,,1.3,FMH341,212,950.0,manual,61000000
Kia,Telluride,2016,disponible,58000,2.0,JJL227,186,2100.0,automatica,30000000
Toyota,Land Cruiser,2021,vendido,52000,1.8,GLJ688,84,2100.0,manual,75000000
Chevrolet,Onix,2020,disponible,50000,2.0,RGQ868,,1500.0,manual,29000000
Kia,Sportage,2017,vendido,20000,1.5,AOC455,186,1250.0,manual,
,Kicks,2016,taller,32000,1.8,CBJ393,120,1450.0,automatica,54000000
Hyundai,Creta,2019,vendido,48000,1.5,ABO571,130,2060.0,manual,36000000
Nissan,Kicks,2016,vendido,58000,1.0,WGC129,203,2060.0,manual,78000000
Volkswagen,Tiguan,2015,vendido,100000,1.6,VDP884,309,1500.0,automatica,46000000
Nissan,March,2017,vendido,22000,1.3,,,1195.0,manual,51000000
Nissan,Frontier,2017,taller,5000,1.6,EBK206,355,1250.0,automatica,38000000
Nissan,Kicks,2020,taller,100000,1.0,PVT547,150,1900.0,manual,62000000
Kia,Sportage,2019,taller,5000,2.0,IKK457,84,1250.0,manual,75000000
Chevrolet,Onix,2018,vendido,55000,2.0,YSN145,69,1200.0,manual,79000000
Honda,HR-V,2019,,42000,1.8,,290,1070.0,manual,73000000
Hyundai,Accent,2017,vendido,,1.3,IYD020,192,2000.0,automatica,27000000
Chevrolet,Cruze,2016,vendido,30000,1.0,HLF906,191,1070.0,automatica,50000000
Ford,F-150,2019,vendido,50000,1.8,VXL555,122,1070.0,manual,46000000
Hyundai,Tucson,2015,disponible,50000,1.8,,163,1350.0,manual,35000000
Hyundai,Tucson,2020,taller,8000,1.5,VIG408,193,1600.0,automatica,31000000
,Odyssey,2020,taller,75000,1.6,KAB308,125,1250.0,automatica,48000000
Chevrolet,Onix,2016,vendido,20000,1.5,BOE100,186,1100.0,automatica,65000000
Kia,Sportage,2018,taller,60000,1.3,UZJ344,163,1200.0,manual,39000000
Kia,Picanto,2017,vendido,30000,1.3,JLL030,192,1070.0,automatica,68000000
Honda,HR-V,2022,taller,22000,1.6,VOG418,110,1070.0,manual,58000000
Volkswagen,Polo,2022,taller,45000,1.0,OXR439,153,2060.0,manual,70000000
Kia,Picanto,2018,taller,10000,1.0,CDF209,365,2060.0,automatica,83000000
Hyundai,Tucson,2017,vendido,12000,2.0,XLV121,145,1250.0,automatica,47000000
Nissan,X-Trail,2017,disponible,40000,1.0,QXW100,203,1300.0,automatica,32000000
,Elantra,2016,vendido,50000,1.6,GEY048,290,1400.0,manual,80000000
Kia,Telluride,2018,vendido,20000,2.0,AMP665,280,2100.0,automatica,82000000
Volkswagen,Golf,2018,vendido,40000,1.5,ZVW446,84,1100.0,automatica,89000000
Toyota,Hilux,2018,vendido,8000,,XDI354,400,950.0,automatica,46000000
Ford,Mustang,2021,,12000,1.6,YTP610,365,1100.0,manual,69000000
Toyota,Camry,2018,disponible,22000,1.3,YVL568,120,1200.0,manual,55000000
Kia,Picanto,2021,disponible,85000,2.0,DZC216,193,1250.0,manual,50000000
Ford,Fiesta,2022,taller,42000,1.6,GJN072,,1050.0,automatica,42000000
Volkswagen,Passat,2018,vendido,50000,2.0,UML315,365,1100.0,automatica,34000000
Chevrolet,Tracker,2015,disponible,45000,,ZHN727,107,1200.0,manual,42000000
Toyota,Hilux,2019,disponible,20000,1.3,MZZ545,192,2000.0,manual,40000000
Chevrolet,Cruze,2016,vendido,20000,1.8,GYV375,140,1800.0,manual,50000000
Nissan,Kicks,2017,vendido,65000,1.5,ILM909,158,1400.0,manual,51000000
Hyundai,Accent,2017,taller,48000,1.6,MZT957,130,1600.0,manual,72000000
,Polo,2021,disponible,40000,1.0,,290,1400.0,manual,53000000
Toyota,RAV4,2020,taller,25000,1.0,MUK846,114,1350.0,automatica,59000000
Hyundai,Palisade,2018,vendido,80000,1.8,QDV997,84,2000.0,automatica,86000000
Kia,Sorento,2019,vendido,55000,1.6,ISZ777,186,1300.0,automatica,48000000
Nissan,March,2017,disponible,22000,1.8,KMI760,75,1070.0,manual,57000000
Kia,Cerato,2019,taller,45000,1.0,ZAX024,158,1300.0,automatica,74000000
,Ranger,2019,vendido,78000,1.3,IKC104,,1070.0,manual,89000000
Toyota,RAV4,2018,disponible,58000,1.0,LVW726,145,1700.0,automatica,74000000
Toyota,Yaris,2020,vendido,70000,1.0,KGH343,400,1795.0,manual,57000000
Nissan,Kicks,2017,taller,85000,2.0,SZC892,212,1900.0,automatica,27000000
Nissan,X-Trail,2022,vendido,8000,2.0,YTM664,141,1900.0,automatica,51000000
Volkswagen,Jetta,2022,vendido,85000,1.6,LYT601,125,1450.0,manual,73000000
Kia,Sportage,2020,taller,22000,1.0,QVL777,400,2100.0,automatica,87000000
Volkswagen,Polo,2017,vendido,8000,2.0,CJH608,355,2200.0,automatica,83000000
Hyundai,Palisade,2022,vendido,75000,1.3,GIH179,75,1900.0,automatica,52000000
Volkswagen,Polo,2019,disponible,78000,1.6,AKL606,191,1570.0,automatica,58000000
Kia,Picanto,2021,vendido,40000,1.6,MUR221,150,1900.0,manual,
Honda,HR-V,2021,taller,90000,1.8,BQD060,99,1250.0,manual,64000000
Nissan,X-Trail,2019,vendido,5000,1.0,SRQ961,123,1900.0,automatica,78000000
Honda,Civic,2017,disponible,35000,1.3,OXZ963,185,2100.0,automatica,57000000
Nissan,Sentra,2019,vendido,42000,1.6,SGQ637,69,1200.0,automatica,85000000
Ford,Explorer,2019,taller,100000,1.3,RDY774,140,1795.0,automatica,35000000
Toyota,Camry,2021,disponible,30000,1.8,HUG517,,1700.0,manual,34000000
Honda,HR-V,2021,disponible,60000,1.5,APJ960,110,1400.0,automatica,72000000
Nissan,X-Trail,2018,disponible,80000,1.5,KAM211,,1250.0,automatica,52000000
Kia,Rio,2016,disponible,30000,1.3,YRG942,170,1400.0,automatica,
Toyota,Hilux,2015,vendido,58000,1.0,CIG019,355,2060.0,automatica,32000000
Kia,Sportage,2015,vendido,45000,1.8,VID402,123,1350.0,automatica,58000000
Honda,Pilot,2017,vendido,95000,1.0,UHO733,231,950.0,manual,88000000
Nissan,Versa,2019,vendido,52000,1.5,TQY774,365,950.0,manual,69000000
Volkswagen,Polo,2019,vendido,45000,1.0,KON289,186,1500.0,manual,81000000
Kia,Sportage,2016,taller,12000,,GWU304,69,1070.0,automatica,69000000
Volkswagen,Passat,2016,taller,78000,1.6,MBL107,123,1800.0,manual,63000000
Volkswagen,Tiguan,2018,disponible,78000,1.6,XHR861,84,1450.0,automatica,61000000
Kia,Rio,2015,taller,38000,1.6,CAO038,84,1070.0,automatica,46000000
Hyundai,Accent,2021,vendido,70000,1.0,LKZ483,177,1250.0,automatica,31000000
Hyundai,Accent,2015,vendido,48000,1.0,POY889,231,1700.0,manual,50000000
Chevrolet,Silverado,2018,disponible,5000,1.5,LFV870,213,2000.0,automatica,29000000
Chevrolet,Spark,2019,vendido,5000,1.3,MNA843,125,950.0,manual,66000000
Toyota,Fortuner,2019,disponible,95,1.5,AEE301,153,1280.0,automatica,26000000
Volkswagen,Touareg,2020,disponible,65000,,FWT152,,950.0,automatica,
,Onix,2017,vendido,75000,2.0,QUJ592,130,1795.0,automatica,50000000
Honda,Fit,2022,disponible,52000,1.8,CQN858,170,1900.0,automatica,49000000
Nissan,Versa,2021,taller,22000,1.0,,400,1100.0,automatica,86000000
,Accent,2017,vendido,8000,1.5,AUG899,185,1795.0,automatica,84000000
,RAV4,2018,vendido,35000,1.8,BON928,84,1900.0,automatica,28000000
Kia,Rio,2021,disponible,32000,1.8,QBL930,177,1795.0,manual,45000000
Ford,EcoSport,2019,disponible,85000,1.8,LFB025,69,2000.0,automatica,58000000
Hyundai,Santa Fe,2021,taller,85000,2.0,QKE265,75,1570.0,automatica,78000000
Chevrolet,Cruze,2017,taller,58000,2.0,XGC485,193,950.0,automatica,35000000
Honda,Odyssey,2022,taller,58000,1.6,ZHP272,110,1700.0,automatica,82000000
Kia,Cerato,2015,disponible,58000,1.6,LKK164,153,1570.0,automatica,41000000
Volkswagen,Golf,2017,taller,75000,1.6,QBR092,130,1795.0,manual,81000000
Kia,Rio,2017,vendido,45000,1.6,QTE440,130,1450.0,automatica,72000000
Hyundai,Accent,2021,vendido,12000,2.0,CVK238,290,1570.0,manual,61000000
Chevrolet,Spark,2015,disponible,90000,1.8,WWD742,400,2200.0,manual,25000000
Toyota,Camry,2018,disponible,20000,1.6,ZJU380,186,1050.0,automatica,33000000
Volkswagen,Passat,2019,disponible,52000,1.8,QTK146,158,1050.0,automatica,49000000
,Jetta,2020,taller,95000,1.8,OTB768,122,1795.0,manual,54000000
Nissan,Versa,2019,disponible,40000,2.0,ZPI659,193,2200.0,automatica,31000000
Chevrolet,Silverado,2019,disponible,5,1.6,LXR005,231,1350.0,automatica,47000000
Toyota,Hilux,2017,vendido,15000,1.0,IJO538,212,1300.0,manual,
Toyota,Fortuner,2015,vendido,38000,1.0,YGI629,213,2060.0,automatica,66000000
,Frontier,2017,disponible,100000,1.0,IGM557,365,1600.0,manual,87000000
Ford,Explorer,2018,disponible,78000,1.5,LAT607,84,1700.0,manual,81000000
Honda,Odyssey,2019,vendido,48000,1.5,CRP699,186,2200.0,manual,46000000
Nissan,Kicks,2022,disponible,,2.0,IFY065,130,1070.0,manual,63000000
Toyota,Hilux,2015,disponible,95000,1.8,LRU385,191,1050.0,manual,69000000
Volkswagen,Passat,2018,disponible,85000,2.0,OVE892,170,1200.0,manual,75000000
Ford,Ranger,2015,vendido,55000,1.6,PTI626,110,1900.0,automatica,59000000
Ford,Ranger,2022,vendido,15000,1.5,LYR436,90,1400.0,manual,44000000
Nissan,Versa,2020,vendido,78000,1.0,QUS679,155,1050.0,automatica,55000000
Kia,Cerato,2022,taller,25000,1.8,QMH734,153,2000.0,manual,44000000
Kia,Cerato,2018,,40000,1.0,IUW159,212,1070.0,automatica,
Volkswagen,Polo,2020,taller,,1.5,DLV664,185,2100.0,manual,38000000
Chevrolet,Spark,2022,taller,52000,2.0,MWO917,191,1450.0,automatica,
Honda,HR-V,2019,vendido,58000,1.8,,170,1600.0,manual,36000000
Chevrolet,Cruze,2016,vendido,55000,1.0,ORE821,280,1570.0,manual,85000000
Toyota,Corolla,2019,vendido,12000,1.5,LHP038,99,1400.0,manual,53000000
,Corolla,2021,taller,12000,2.0,KXB928,185,2060.0,manual,74000000
Hyundai,Santa Fe,2017,vendido,5000,1.5,QMS577,123,1350.0,manual,29000000
Ford,F-150,2019,disponible,52000,2.0,YKQ129,158,1795.0,manual,48000000
Volkswagen,Passat,2022,disponible,55000,2.0,HRK167,163,1300.0,manual,60000000
,Accent,2018,taller,65000,1.5,UGX235,128,2000.0,automatica,56000000
Hyundai,Palisade,2022,taller,78000,1.5,YEA120,180,2200.0,automatica,66000000
Hyundai,Santa Fe,2022,taller,32000,1.8,ETL781,365,1450.0,automatica,
Volkswagen,Jetta,2015,disponible,18000,1.5,FDY792,152,1100.0,automatica,81000000
Volkswagen,Polo,2015,taller,58000,1.3,NOP701,120,2060.0,manual,74000000
Ford,F-150,2020,vendido,28000,2.0,DOW224,141,2100.0,automatica,41000000
Chevrolet,Equinox,2019,vendido,15000,1.0,YRN511,,1195.0,automatica,
Hyundai,Palisade,2021,disponible,55000,2.0,APP021,212,1800.0,manual,90000000
Chevrolet,Silverado,2021,disponible,42000,1.6,NNI552,145,1250.0,automatica,42000000
Chevrolet,Spark,2016,taller,100000,1.0,UGX605,192,1900.0,automatica,67000000
Volkswagen,Jetta,2022,disponible,18000,2.0,YXC136,186,1350.0,automatica,25000000
Ford,Mustang,2020,taller,18000,,NPE402,170,1450.0,manual,
Ford,Ranger,2020,disponible,40000,1.6,WEF606,84,1200.0,manual,36000000
Volkswagen,Golf,2015,taller,50000,1.5,BSY078,,1280.0,manual,51000000
Honda,CR-V,2018,disponible,65000,2.0,BSI260,177,1600.0,manual,32000000
Kia,Sportage,2020,disponible,42,1.8,BUF993,145,1250.0,,37000000
Chevrolet,Silverado,2016,vendido,72000,1.5,AVA579,,1450.0,manual,74000000
Honda,Accord,15,vendido,8000,1.8,CMJ439,290,1200.0,automatica,84000000
Chevrolet,Silverado,2021,vendido,78000,1.8,WWO749,69,1195.0,manual,57000000
Honda,HR-V,2019,disponible,90000,1.0,RPL228,163,1900.0,automatica,70000000
Volkswagen,Touareg,2017,taller,45000,1.3,KCY659,141,1400.0,manual,39000000
Hyundai,Elantra,2020,vendido,,2.0,RET411,75,1900.0,automatica,63000000
Honda,CR-V,2018,taller,38000,1.3,TPK617,213,1200.0,automatica,70000000
Nissan,Kicks,2020,disponible,30000,1.5,XOX066,152,1280.0,manual,70000000
Ford,Explorer,2020,disponible,5000,1.3,EYW548,110,1800.0,manual,29000000
Toyota,Land Cruiser,2018,disponible,40000,1.8,,290,1195.0,manual,40000000
Nissan,Sentra,2022,vendido,90000,1.3,OHD667,163,1570.0,automatica,79000000
Chevrolet,Cruze,2015,disponible,18000,1.8,RBK769,141,1070.0,manual,64000000
Kia,Picanto,2020,taller,18000,1.8,CUE284,140,1600.0,automatica,52000000
Kia,Telluride,2017,vendido,22000,1.0,CZL914,141,1600.0,automatica,54000000
Honda,Pilot,2016,taller,100000,1.8,IEK470,400,1795.0,automatica,53000000
,Land Cruiser,2019,disponible,100000,2.0,QTR298,123,1800.0,manual,80000000
Chevrolet,Silverado,2016,taller,18000,1.3,LDD759,152,1400.0,manual,54000000
Chevrolet,Equinox,2021,taller,20000,1.3,WYM166,231,1100.0,manual,71000000
,Onix,2019,disponible,,1.8,LAN394,180,2200.0,automatica,90000000
Hyundai,Palisade,2018,disponible,28000,1.3,UQN252,153,1280.0,manual,44000000
Ford,EcoSport,2015,taller,70000,1.6,OBO300,99,1195.0,manual,57000000
Kia,Rio,2018,vendido,78000,2.0,BYU149,75,2200.0,automatica,49000000
Kia,Sorento,2019,taller,40000,1.6,KSR483,106,1795.0,automatica,70000000
Honda,Accord,2018,vendido,50000,1.5,OOE783,150,1195.0,automatica,59000000
Honda,CR-V,2016,disponible,5000,1.3,,203,950.0,automatica,52000000
Chevrolet,Equinox,2018,taller,18000,1.3,DHE432,158,1050.0,manual,76000000
Toyota,Hilux,2020,vendido,12000,1.5,ZMN692,90,1900.0,automatica,25000000
Volkswagen,Passat,2021,disponible,30000,1.5,HJP700,128,1280.0,automatica,82000000
Chevrolet,Equinox,2017,vendido,,1.8,SYP307,110,1795.0,automatica,65000000
Kia,Picanto,2018,vendido,12000,1.3,ETP866,150,1250.0,manual,45000000
Kia,Sorento,2022,vendido,42000,1.0,JFK451,99,2060.0,automatica,38000000
Chevrolet,Silverado,2017,taller,25000,1.5,WJF043,186,1900.0,manual,41000000
Ford,Mustang,2022,vendido,48000,1.0,GKM758,309,1900.0,automatica,
,X-Trail,2015,taller,50000,1.5,GHL432,120,1700.0,automatica,33000000
Honda,HR-V,2021,disponible,42000,1.8,OZY035,309,2000.0,manual,27000000
Ford,Explorer,2021,vendido,90000,2.0,UUV809,192,1070.0,automatica,48000000
Honda,Fit,2015,disponible,28,2.0,UDR640,141,1500.0,automatica,71000000
Hyundai,Tucson,2016,disponible,20000,2.0,MEX687,212,2000.0,manual,57000000
Hyundai,Creta,2021,taller,75000,1.8,BYP817,153,1195.0,automatica,26000000
Honda,Pilot,2017,vendido,80000,2.0,YOW828,185,2000.0,automatica,44000000
Hyundai,Accent,2021,vendido,15000,1.0,FNB684,140,2100.0,manual,77000000
Nissan,Frontier,2021,vendido,32000,1.6,GRB685,123,2200.0,manual,63000000
Kia,Telluride,2015,vendido,100,1.8,VGY594,155,1070.0,manual,57000000
Hyundai,Tucson,2021,taller,60000,1.0,DKA640,158,1900.0,automatica,52000000
Ford,Escape,2015,taller,55000,1.5,QYT227,280,1450.0,,85000000
Hyundai,Palisade,2020,taller,70000,1.8,XHM339,213,2200.0,manual,54000000
Volkswagen,Tiguan,2017,taller,5000,2.0,WIE856,212,1250.0,manual,34000000
Toyota,Hilux,2022,vendido,58000,1.6,,,1600.0,manual,89000000
Kia,Cerato,2019,vendido,95000,1.3,PBH787,69,2100.0,automatica,55000000
Volkswagen,Golf,2016,taller,72000,1.8,UGD497,177,1570.0,automatica,60000000
